respondent_id,submission_time,duration_seconds,age_group,gender,emirate,nationality,income,occupation,formal_attire_freq,occasions,accessories_purchased,purchase_freq,buy_location,shopping_channel,spend_tie,spend_socks,main_influence,imp_fabric_quality,imp_design,imp_pricing,imp_brand_rep,imp_comfort,imp_durability,imp_variety,imp_sustainability,brands_purchased,loyalty_factor,willing_try_new,convince_try,purchase_likelihood_6m,saturn_consideration,most_important_feature
R1060,2025-02-05 19:51,803,35–44,Male,Abu Dhabi,GCC,"20,001–35,000",Private Employee,Occasionally,Office; Weddings; Parties; Religious Events,Belts,Once a year,Brand Store,Physical Store,AED 101–200,Under AED 25,Fabric Quality,4,4,4,3,5,5,4,2,H&M; Hugo Boss,Design,Probably,Introductory Discounts; Premium Quality; Money-back Guarantee,Neutral,Not Sure,Wide variety of designs
R1669,2025-03-01 10:07,328,25–34,Male,Sharjah,GCC,"Under 5,000",Student,Rarely,Office; Parties,Pocket Squares; Dress Socks,Only when needed,Shopping Mall,Online,AED 50–100,Under AED 25,Fabric Quality,2,1,4,4,5,3,3,1,Zara; H&M,Product Variety,Probably,Introductory Discounts; Money-back Guarantee,Very Unlikely,Definitely Would Not,Value for money
R1985,2025-02-17 11:46,297,45–54,Male,Abu Dhabi,African,"10,001–20,000",Business Owner,Rarely,Office; Weddings; Parties; Religious Events; Formal Dinners,Handkerchiefs; Cufflinks,Monthly,Department Store,No Preference,AED 50–100,AED 51–75,Price,4,3,3,2,5,3,5,2,Other,Product Variety,Probably,Premium Quality; Word of Mouth,Likely,Probably Would,Comfort and fit
R2723,2025-04-01 01:44,256,35–44,Male,Dubai,South Asian,"20,001–35,000",Self-employed,Occasionally,Office; Formal Dinners,Ties; Dress Socks; Cufflinks; Belts,Once a year,Brand Store,Physical Store,AED 101–200,AED 25–50,Fabric Quality,5,3,5,2,5,3,4,3,Zara; Brooks Brothers,Design,Probably,Introductory Discounts; Premium Quality; Influencer Recommendations,Likely,Probably Would,Value for money
R2414,2025-02-13 11:17,267,,male,Abu Dhabi,South Asian,"5,000–10,000",Private Employee,Occasionally,,Pocket Squares; Belts,Once a year,Online Marketplace,Online,Under AED 50,AED 51–75,Fabric Quality,1,2,3,1,3,3,5,3,Zara,Price,Probably,Introductory Discounts; Money-back Guarantee,Unlikely,Not Sure,Local UAE identity
R1433,2025-03-24 07:03,300,45–54,Male,Ras Al Khaimah,Arab Expat,"20,001–35,000",Other,Once a week,Weddings; Religious Events,Dress Socks,Only when needed,Brand Website,No Preference,AED 50–100,Under AED 25,Fabric Quality,2,4,3,3,2,4,4,1,Zara,Prestige,Probably Not,Premium Quality; Social Media Reviews; Influencer Recommendations,Unlikely,Probably Would Not,Premium fabric quality
R3208,2025-02-09 11:45,373,18–24,Male,Abu Dhabi,European,"Under 5,000",Private Employee,3–5 times/week,Office; Weddings,Pocket Squares; Cufflinks; Belts,Once a year,Online Marketplace,Online,AED 101–200,Under AED 25,Fabric Quality,4,2,3,4,5,4,2,3,Zara; Hugo Boss; Brooks Brothers,Quality,Definitely Not,Introductory Discounts; Word of Mouth; Luxury Packaging,Very Unlikely,Definitely Would Not,Luxury packaging
R1735,2025-02-06 12:40,373,35–44,Prefer not to say,Fujairah,Emirati,"20,001–35,000",Other,Rarely,Office; Weddings; Religious Events,Handkerchiefs; Belts,Monthly,Department Store,Online,AED 101–200,AED 25–50,Durability,4,5,5,1,4,4,3,4,H&M; Massimo Dutti; Hugo Boss,Quality,Definitely,Premium Quality; Money-back Guarantee,Very Likely,Definitely Would,Exclusive limited editions
R2580,2025-02-27 15:36,407,45–54,Male,Dubai,European,"10,001–20,000",Private Employee,Occasionally,Office; Parties; Formal Dinners,Handkerchiefs; Belts,Once a year,Department Store,Online,Under AED 50,Under AED 25,Durability,4,5,3,3,4,2,5,3,H&M; Brooks Brothers,Product Variety,Definitely Not,Social Media Reviews; Influencer Recommendations; Word of Mouth,Very Unlikely,Definitely Would Not,Unique and elegant designs
R3098,2025-03-31 01:44,375,18–24,Female,Abu Dhabi,South Asian,"Under 5,000",Student,Rarely,Office; Business Meetings; Religious Events; Formal Dinners,Dress Socks; Belts,Every 3 months,Shopping Mall,Online,Under AED 50,AED 25–50,Fabric Quality,2,3,4,3,4,4,2,4,Massimo Dutti; Hugo Boss,Product Variety,Probably,Introductory Discounts; Word of Mouth,Very Unlikely,Definitely Would Not,Local UAE identity
R2598,2025-03-29 07:55,436,35–44,Male,Dubai,South Asian,"20,001–35,000",Private Employee,Once a week,Office; Weddings; Business Meetings; Parties; Formal Dinners,Ties; Pocket Squares; Dress Socks; Belts,Every 3 months,Department Store,Online,AED 50–100,AED 25–50,Design,4,3,5,5,5,4,5,4,Zara; Massimo Dutti; Charles Tyrwhitt; Brooks Brothers,Customer Service,Definitely,Introductory Discounts; Premium Quality,Very Likely,Definitely Would,Premium fabric quality
R2695,2025-03-27 13:26,319,25–34,Male,Abu Dhabi,South Asian,"10,001–20,000",Private Employee,Daily,Office; Weddings; Religious Events; Formal Dinners,Ties; Handkerchiefs; Cufflinks,Once a year,Tailor/Boutique,No Preference,AED 101–200,Above AED 75,Brand Reputation,4,5,3,4,3,3,3,5,Massimo Dutti; Hugo Boss; Brooks Brothers,Prestige,Definitely,Premium Quality; Luxury Packaging,Neutral,Not Sure,Value for money
R2754,2025-03-28 04:21,21,25–34,Female,Abu Dhabi,Emirati,"10,001–20,000",Private Employee,Daily,Office; Weddings,Pocket Squares; Dress Socks,Monthly,Brand Website,Online,Above AED 300,AED 51–75,Price,4,3,4,3,5,5,4,3,Other,Quality,Definitely,Premium Quality; Social Media Reviews,Likely,Probably Would,Local UAE identity
R1063,2025-03-04 13:28,359,35–44,Female,Dubai,European,"Above 35,000",Self-employed,Rarely,Weddings,Dress Socks,Once a year,Online Marketplace,Online,Under AED 50,AED 51–75,Price,5,3,4,2,3,5,4,4,H&M; Massimo Dutti,Quality,Probably,Premium Quality; Word of Mouth,Unlikely,Probably Would Not,Luxury packaging
R3319,2025-02-16 06:52,462,45–54,Male,Abu Dhabi,South Asian,"20,001–35,000",Government Employee,Rarely,Weddings; Business Meetings; Parties; Formal Dinners,Ties; Dress Socks; Cufflinks; Belts,Only when needed,Department Store,Online,Under AED 50,AED 25–50,Fabric Quality,4,4,3,5,4,4,3,4,Hugo Boss,Quality,Not Sure,Social Media Reviews; Word of Mouth; Luxury Packaging,Unlikely,Not Sure,Trustworthy after-sales support
R1423,2025-03-06 21:05,351,18–24,Male,Sharjah,South Asian,"Under 5,000",Private Employee,Rarely,Never,Ties; Belts,Only when needed,Online Marketplace,Online,Under AED 50,AED 25–50,Price,3,3,2,2,3,4,2,5,Zara; Hugo Boss,Product Variety,Probably,Introductory Discounts; Social Media Reviews,Neutral,Not Sure,Comfort and fit
R1241,2025-03-26 05:17,311,35–44,Male,Dubai,Arab Expat,"10,001–20,000",Private Employee,Daily,Office; Weddings; Business Meetings; Formal Dinners,Ties; Dress Socks; Handkerchiefs; Cufflinks,Once a year,Brand Store,Physical Store,AED 50–100,AED 51–75,Brand Reputation,5,3,5,5,5,5,5,2,Other,Quality,Not Sure,Premium Quality; Money-back Guarantee,Neutral,Not Sure,Exclusive limited editions
R1562,2025-03-18 20:17,414,45–54,Female,Dubai,South Asian,"Above 35,000",Self-employed,Occasionally,Office; Weddings; Business Meetings; Religious Events; Formal Dinners,Ties; Pocket Squares; Dress Socks; Handkerchiefs; Cufflinks; Belts,Every 6 months,Department Store,Physical Store,Above AED 300,AED 51–75,Brand Reputation,3,5,3,3,4,2,4,3,Hugo Boss,Product Variety,Not Sure,Premium Quality,Neutral,Not Sure,Fast and reliable delivery
R3217,2025-03-31 17:06,330,45–54,Male,Abu Dhabi,South Asian,"20,001–35,000",Business Owner,Once a week,Office; Weddings; Business Meetings; Parties; Formal Dinners,Ties; Dress Socks; Belts,Every 6 months,Tailor/Boutique,No Preference,Above AED 300,Under AED 25,Fabric Quality,4,3,5,4,5,3,5,5,Hugo Boss,Design,Probably,Introductory Discounts,Likely,Probably Would,Affordable pricing
R2423,2025-03-17 01:04,450,25–34,Male,Abu Dhabi,South Asian,"20,001–35,000",Government Employee,Once a week,Office; Parties; Religious Events,Ties; Handkerchiefs; Cufflinks,Only when needed,Department Store,Online,Above AED 300,AED 25–50,Brand Reputation,5,4,5,3,4,4,4,4,H&M; Brooks Brothers,Prestige,Not Sure,Premium Quality; Social Media Reviews; Word of Mouth,Neutral,Not Sure,Sustainable materials
R1131,2025-02-23 20:16,388,45–54,Female,Abu Dhabi,Southeast Asian,"10,001–20,000",Private Employee,Daily,Weddings; Formal Dinners,Ties; Belts,Every 6 months,Shopping Mall,Physical Store,AED 101–200,Under AED 25,Comfort,5,3,5,5,2,5,3,4,Massimo Dutti,Design,Not Sure,Introductory Discounts; Premium Quality,Neutral,Not Sure,Affordable pricing
R3337,2025-02-21 02:19,424,25–34,Male,Dubai,Arab Expat,"Under 5,000",Student,Occasionally,Never,Ties; Handkerchiefs; Belts,Every 3 months,Brand Website,Online,Under AED 50,AED 51–75,Comfort,1,5,5,5,3,3,4,2,Other,Design,Definitely Not,Money-back Guarantee,Very Unlikely,Definitely Would Not,Wide variety of designs
R3518,2025-03-21 10:37,327,35–44,Male,Abu Dhabi,South Asian,"Above 35,000",Private Employee,3–5 times/week,Office; Weddings; Business Meetings; Parties; Formal Dinners,Ties; Pocket Squares; Dress Socks; Cufflinks; Belts,Every 6 months,Department Store,No Preference,Above AED 300,AED 51–75,Comfort,5,5,4,3,3,5,4,4,Massimo Dutti; Hugo Boss,Quality,Definitely,Premium Quality; Word of Mouth,Neutral,Not Sure,Durability and long-lasting material
R1582,2025-03-22 00:58,276,18–24,Male,Sharjah,South Asian,"10,001–20,000",Business Owner,3–5 times/week,Office; Weddings; Business Meetings; Formal Dinners,Ties; Pocket Squares; Dress Socks; Handkerchiefs; Belts,Every 6 months,Tailor/Boutique,Physical Store,Under AED 50,AED 25–50,Fabric Quality,5,5,3,4,5,3,3,4,Massimo Dutti; Hugo Boss,Customer Service,Definitely,Premium Quality; Social Media Reviews; Word of Mouth,Very Likely,Definitely Would,Comfort and fit
R1194,2025-03-06 23:21,379,18–24,Male,Dubai,Arab Expat,"Under 5,000",Private Employee,Occasionally,Formal Dinners,Dress Socks; Belts,Once a year,Shopping Mall,Online,Under AED 50,AED 25–50,Price,4,3,3,2,5,5,4,5,Zara; H&M,Customer Service,Probably,Social Media Reviews,Neutral,Not Sure,Trustworthy after-sales support
R2946,2025-03-11 06:59,357,25–34,Male,Ras Al Khaimah,Other,"5,000–10,000",Self-employed,Occasionally,Office; Weddings; Religious Events,Ties; Dress Socks; Belts,Once a year,Shopping Mall,Physical Store,AED 101–200,Under AED 25,Design,4,4,3,4,5,3,5,3,H&M,Quality,Definitely,Social Media Reviews; Word of Mouth; Money-back Guarantee,Neutral,Not Sure,Trustworthy after-sales support
R3280,2025-02-03 22:57,176,25–34,Female,Abu Dhabi,South Asian,"20,001–35,000",Government Employee,Daily,Weddings; Business Meetings; Religious Events; Formal Dinners,Ties; Handkerchiefs; Cufflinks; Belts,Only when needed,Brand Store,Online,AED 101–200,AED 25–50,Brand Reputation,5,5,3,5,3,3,2,5,Zara; Brooks Brothers,Quality,Definitely Not,Premium Quality; Social Media Reviews; Luxury Packaging,Unlikely,Probably Would Not,Luxury packaging
R3701,2025-02-17 18:39,120,25–34,Male,Abu Dhabi,European,"10,001–20,000",Business Owner,3–5 times/week,Office; Weddings; Business Meetings; Formal Dinners,Ties; Pocket Squares; Dress Socks; Handkerchiefs; Cufflinks; Belts,Monthly,Shopping Mall,Online,Above AED 300,Under AED 25,Design,4,5,3,3,5,4,5,4,Massimo Dutti,Quality,Definitely,Social Media Reviews,Likely,Probably Would,Local UAE identity
R2718,2025-02-04 05:45,249,35–44,Male,Sharjah,South Asian,"Above 35,000",Business Owner,Once a week,Office; Weddings; Business Meetings; Parties,Ties; Cufflinks; Belts,Monthly,Online Marketplace,No Preference,AED 101–200,AED 25–50,Brand Reputation,4,5,4,5,4,4,4,5,Other,Quality,Probably,Premium Quality; Social Media Reviews,Neutral,Not Sure,Premium fabric quality
R3479,2025-02-12 22:31,67,45–54,Prefer not to say,Sharjah,European,"10,001–20,000",Government Employee,Occasionally,Office; Weddings; Parties,Belts,Every 6 months,Online Marketplace,No Preference,AED 50–100,AED 25–50,Durability,3,2,3,3,3,4,2,3,Massimo Dutti,Quality,Not Sure,Introductory Discounts; Premium Quality; Money-back Guarantee,Unlikely,Probably Would Not,Affordable pricing
R1170,2025-02-07 09:11,144,25–34,Prefer not to say,Umm Al Quwain,South Asian,"20,001–35,000",Government Employee,Daily,Weddings; Business Meetings,Ties; Dress Socks; Cufflinks; Belts,Every 3 months,Tailor/Boutique,Online,AED 101–200,AED 51–75,Brand Reputation,4,5,3,5,5,3,5,2,Hugo Boss; Brooks Brothers,Design,Not Sure,Premium Quality; Word of Mouth; Luxury Packaging,Neutral,Not Sure,Premium fabric quality
R2144,2025-02-08 21:21,708,25–34,Male,Sharjah,Arab Expat,"20,001–35,000",Private Employee,Rarely,Weddings; Formal Dinners,Dress Socks; Handkerchiefs,Every 6 months,Brand Website,Online,Above AED 300,Under AED 25,Durability,3,5,3,4,5,3,5,2,Other,Prestige,Probably Not,Premium Quality; Word of Mouth; Luxury Packaging,Unlikely,Probably Would Not,Fast and reliable delivery
R2908,2025-03-26 01:49,442,35–44,Male,Abu Dhabi,European,"10,001–20,000",Government Employee,Daily,Never,Ties; Pocket Squares; Dress Socks; Cufflinks,Every 6 months,Online Marketplace,Online,AED 201–300,Under AED 25,Fabric Quality,5,4,5,4,3,4,5,1,H&M; Brooks Brothers,Quality,Definitely,Premium Quality; Money-back Guarantee,Likely,Probably Would,Sustainable materials
R2022,2025-03-26 22:40,617,55+,Male,Dubai,South Asian,"10,001–20,000",Business Owner,Once a week,Weddings; Business Meetings; Formal Dinners,Ties; Dress Socks; Handkerchiefs; Cufflinks,Every 6 months,Brand Website,Online,AED 101–200,AED 25–50,Fabric Quality,5,3,4,4,3,5,4,4,Zara,Quality,Probably,Introductory Discounts; Social Media Reviews; Luxury Packaging,Likely,Probably Would,Trustworthy after-sales support
R1632,2025-02-27 07:21,529,18–24,Male,Ajman,South Asian,"Under 5,000",Other,Occasionally,Religious Events,Dress Socks; Belts,Only when needed,Shopping Mall,Physical Store,Under AED 50,Under AED 25,Comfort,2,3,3,2,4,3,2,4,Zara; Massimo Dutti,Design,Definitely Not,Introductory Discounts; Social Media Reviews; Money-back Guarantee,Very Unlikely,Definitely Would Not,Durability and long-lasting material
R3090,2025-03-29 04:31,402,25–34,Male,Dubai,Emirati,"20,001–35,000",Government Employee,Once a week,Office; Weddings; Business Meetings; Religious Events,Ties; Pocket Squares; Dress Socks; Handkerchiefs; Cufflinks; Belts,Every 3 months,Brand Store,Online,AED 101–200,AED 51–75,Brand Reputation,4,5,4,5,5,5,3,3,H&M; Hugo Boss; Brooks Brothers,Design,Definitely,Premium Quality,Likely,Definitely Would,Sustainable materials
R2491,2025-02-06 03:32,526,45–54,Female,Umm Al Quwain,Arab Expat,"10,001–20,000",Self-employed,Rarely,Never,Belts,Only when needed,Online Marketplace,No Preference,AED 50–100,Under AED 25,Design,1,3,2,2,5,5,4,1,Zara; H&M; Massimo Dutti,Design,Probably Not,Introductory Discounts; Premium Quality; Money-back Guarantee,Very Unlikely,Definitely Would Not,Strong brand reputation
R1219,2025-02-20 23:12,271,25–34,Male,Abu Dhabi,South Asian,"20,001–35,000",Business Owner,Once a week,Office; Business Meetings; Parties,Dress Socks; Belts,Every 3 months,Brand Website,Online,AED 101–200,Above AED 75,Price,4,4,5,3,5,5,3,1,Massimo Dutti; Charles Tyrwhitt,Quality,Definitely,Introductory Discounts; Influencer Recommendations; Money-back Guarantee,Very Likely,Definitely Would,Value for money
R3945,2025-03-13 11:41,94,25–34,Male,Abu Dhabi,Emirati,"20,001–35,000",Government Employee,Once a week,Office; Weddings; Business Meetings; Parties; Religious Events; Formal Dinners,Ties; Pocket Squares; Dress Socks; Handkerchiefs; Belts,Every 6 months,Online Marketplace,Online,AED 201–300,Under AED 25,Fabric Quality,4,4,5,5,4,4,4,3,Hugo Boss; Brooks Brothers,Product Variety,Definitely,Introductory Discounts; Premium Quality; Social Media Reviews,Likely,Probably Would,Premium fabric quality
R2257,2025-02-08 13:04,516,35–44,Male,Ajman,Arab Expat,"20,001–35,000",Business Owner,Daily,Office; Business Meetings; Religious Events; Formal Dinners,Ties; Handkerchiefs; Cufflinks; Belts,Every 3 months,Department Store,Physical Store,AED 101–200,Above AED 75,Fabric Quality,0,3,5,5,3,4,5,3,H&M,Design,Definitely,Premium Quality; Social Media Reviews; Influencer Recommendations,Very Likely,Definitely Would,Unique and elegant designs
R3288,2025-03-04 18:12,524,25–34,Male,Dubai,Arab Expat,"10,001–20,000",Private Employee,3–5 times/week,Office; Weddings; Business Meetings; Religious Events,None,Every 6 months,Department Store,Physical Store,Above AED 300,AED 25–50,Design,4,5,4,5,4,4,4,5,Zara; Hugo Boss; Charles Tyrwhitt,Quality,Definitely,Introductory Discounts; Word of Mouth; Money-back Guarantee,Neutral,Probably Would,Premium fabric quality
R2698,2025-03-13 03:20,493,55+,Male,Dubai,GCC,"20,001–35,000",Private Employee,Daily,Business Meetings,Ties; Cufflinks; Belts,Every 3 months,Brand Store,No Preference,AED 101–200,AED 51–75,Fabric Quality,4,5,4,4,4,3,4,2,Hugo Boss; Charles Tyrwhitt,Price,Definitely,Introductory Discounts; Social Media Reviews; Word of Mouth,Likely,Probably Would,Local UAE identity
R3084,2025-02-19 21:31,407,35–44,Female,Dubai,South Asian,"10,001–20,000",Self-employed,Once a week,Office; Weddings,Ties; Pocket Squares; Handkerchiefs; Cufflinks; Belts,Every 3 months,Tailor/Boutique,No Preference,Above AED 300,Under AED 25,Design,5,5,5,5,4,2,4,4,Other,Design,Probably,Introductory Discounts; Premium Quality; Word of Mouth,Neutral,Not Sure,Trustworthy after-sales support
R2514,2025-02-12 10:56,317,45–54,Male,Sharjah,African,"Above 35,000",Private Employee,3–5 times/week,Office; Parties; Formal Dinners,Ties; Pocket Squares; Dress Socks; Cufflinks; Belts,Every 6 months,Brand Store,Physical Store,AED 101–200,AED 51–75,Brand Reputation,5,4,2,5,5,4,3,4,H&M; Massimo Dutti; Hugo Boss,Prestige,Definitely,Introductory Discounts; Social Media Reviews; Influencer Recommendations,Very Likely,Definitely Would,Trustworthy after-sales support
R2179,2025-03-12 06:18,404,25–34,Female,Dubai,Southeast Asian,"5,000–10,000",Other,Rarely,Weddings; Religious Events,Ties; Pocket Squares; Belts,Only when needed,Department Store,No Preference,Under AED 50,Under AED 25,Price,4,3,2,3,4,2,3,2,H&M,Quality,Probably,Influencer Recommendations; Word of Mouth; Money-back Guarantee,Neutral,Not Sure,Strong brand reputation
R2347,2025-02-13 22:41,515,25–34,Female,Abu Dhabi,Emirati,"5,000–10,000",Self-employed,Rarely,Never,Ties; Cufflinks; Belts,Only when needed,Brand Store,Online,AED 50–100,Under AED 25,Durability,4,3,4,4,3,3,3,5,H&M; Massimo Dutti,Price,Probably Not,Social Media Reviews; Money-back Guarantee,Very Unlikely,Definitely Would Not,Good customer service
R1267,2025-03-06 01:50,276,18–24,Male,Sharjah,GCC,"20,001–35,000",Private Employee,Rarely,Office; Religious Events,Ties; Pocket Squares; Dress Socks; Belts,Every 6 months,Tailor/Boutique,No Preference,AED 101–200,Above AED 75,Fabric Quality,3,3,4,5,2,4,4,3,Other,Quality,Not Sure,Introductory Discounts; Social Media Reviews; Influencer Recommendations,Neutral,Not Sure,Durability and long-lasting material
R2715,2025-04-01 18:03,798,35–44,Male,Dubai,South Asian,"10,001–20,000",Private Employee,Once a week,Office; Weddings; Formal Dinners,Ties; Dress Socks; Belts,Only when needed,Tailor/Boutique,Online,AED 50–100,Under AED 25,Design,3,4,4,4,4,4,4,3,Hugo Boss; Brooks Brothers,Prestige,Probably,Introductory Discounts; Money-back Guarantee,Neutral,Not Sure,Trustworthy after-sales support
